Employee ID,Name,Gender,Age,Department,Job Title,Salary,Education,Marital Status,Date of Joining,Last Working Day,Employment Status,Reason for Leaving,Performance Score,Years at Company,Number of Projects,Promotion in Last 5 Years
3790,Mr. Ethan Logan,Other,46,Operations,Coordinator,85360,High School,Single,10/12/2016,,Active,,Poor,1,6,No
5401,Brian Campbell,Male,23,IT,Coordinator,88117,Bachelors,Single,9/7/2020,,Active,,Average,5,10,Yes
9359,Phillip Moss,Other,28,R&D,Analyst,89177,PhD,Divorced,10/31/2023,11/14/2023,Active,,Poor,5,13,No
5290,Wyatt Hawkins,Other,34,SALES,Manager,103207,Bachelors,Single,6/9/2021,,Active,,Good,4,12,Yes
4814,Stephanie Turner,Male,56,HR,Manager,98922,PhD,Married,11/10/2015,,Active,,Below Average,1,4,Yes
2677,,Female,44,IT,Assistant,57080,Bachelors,Married,4/18/2017,,Active,,Good,6,3,No
8088,Christopher Wilson,Female,35,Operations,Lead,119688,PhD,Single,6/28/2023,11/9/2024,Active,,Average,6,11,Yes
2140,Julia Snyder,Male,55,SALES,Manager,73628,Bachelors,Married,8/28/2018,,Active,,Poor,10,13,Yes
6532,Paul Parrish,Male,55,Sales,Lead,53510,Masters,Single,6/27/2021,,Active,,Average,7,3,Yes
1727,David Howard,Male,28,Admin,Analyst,77263,PhD,Married,10/12/2017,,Active,,Average,9,14,No
9044,Frances Clark,Female,29,Admin,Manager,54762,Bachelors,Single,11/9/2022,2/22/2025,Active,,Below Average,4,3,No
6718,John Taylor,Female,55,Admin,Assistant,94616,High School,Divorced,5/3/2019,,Active,,Excellent,5,2,Yes
8107,,Female,56,Finance,Lead,30540,Bachelors,Married,4/30/2015,,Active,,Good,7,11,Yes
6040,,Female,43,HR,Analyst,50155,High School,Single,3/5/2022,,Active,,Below Average,7,11,No
9618,Lauren Stevenson,Female,40,IT,Executive,36380,Masters,Married,1/27/2019,,Active,,Excellent,8,10,No
2925,Sandra Mahoney,Female,25,Sales,Executive,51356,PhD,Married,11/10/2019,11/22/2021,Resigned,Lack of Growth,Excellent,4,8,No
8152,James Murphy,Female,26,Operations,Lead,56197,PhD,Married,7/3/2017,,Active,,Below Average,4,10,No
3858,Caitlin Martin,Other,47,HR,Manager,97284,Masters,Married,4/24/2017,,Active,,Good,7,9,Yes
9591,Krystal Johnson,Male,28,Marketing,Executive,98562,PhD,Married,3/16/2017,,Active,,Poor,1,15,Yes
9425,,Other,56,Marketing,Analyst,63405,High School,Divorced,9/30/2015,5/2/2023,Resigned,Termination,Below Average,2,13,Yes
7895,Jennifer Reeves,Female,57,Admin,Coordinator,88975,Masters,Married,8/24/2023,,Active,,Good,3,3,Yes
6768,Gail Wilson,Other,21,Sales,Assistant,45293,High School,Single,4/18/2015,,Active,,Below Average,6,14,No
4800,Michael Lucas,Other,45,Marketing,Manager,46395,Bachelors,Single,8/14/2022,5/3/2024,Active,,Good,0,4,No
2714,Mathew Rivera,Other,32,HR,Analyst,90742,unknown,Married,7/23/2023,,Active,,Excellent,2,15,Yes
1825,Amy Powell,Female,57,Finance,Executive,68644,PhD,Single,6/18/2023,,Active,,Excellent,10,14,No
8994,Taylor Bowers,Other,38,Sales,Assistant,,PhD,Divorced,3/15/2018,,Active,,Poor,10,15,No
7152,Allen Huffman,Other,24,marketing,Coordinator,84675,PhD,Single,3/17/2020,,Active,,Average,7,12,No
9974,Lisa Anderson,Male,57,Operations,Lead,116108,PhD,Single,6/10/2022,,Active,,Below Average,6,14,No
6925,Mary Roach,Female,25,Admin,Executive,52713,Bachelors,Single,3/17/2024,,Active,,Excellent,6,8,No
1309,Raymond Jones,Female,42,IT,Executive,95991,High School,Single,9/8/2019,,Active,,Excellent,9,4,Yes
6738,,Male,55,Marketing,Executive,97552,High School,Divorced,1/25/2019,11/19/2020,Terminated,Personal Reasons,Excellent,1,13,Yes
9933,Deborah Brewer,Male,43,IT,Coordinator,68289,PhD,Divorced,4/14/2015,,Active,,Excellent,2,11,No
9254,Amanda Carter,Female,20,Finance,Assistant,74737,Masters,Divorced,7/8/2018,5/4/2019,Terminated,Better Opportunity,Below Average,5,11,Yes
1403,Charles Smith,Female,46,R&D,Assistant,97653,Masters,Single,3/21/2021,,Active,,Excellent,8,2,Yes
2399,,Female,22,IT,Lead,37577,Masters,Married,3/16/2022,,Active,,Poor,4,12,No
2102,Martin Hardy,Male,45,Admin,Coordinator,56887,PhD,Divorced,7/8/2023,,Active,,Below Average,3,15,No
6094,Dana Rivera,Male,53,Marketing,Executive,42166,Masters,Divorced,10/9/2020,,Active,,Good,0,1,No
9642,Lisa Dunn,Male,23,Operations,Analyst,112180,Masters,Single,10/8/2023,7/3/2024,Resigned,Career Change,Below Average,4,10,Yes
2628,Christina Wright PhD,Other,60,Finance,Analyst,69216,Masters,Divorced,5/3/2018,,Active,,Poor,10,3,No
8996,Barbara Warner,Female,49,HR,Executive,85796,PhD,Single,3/11/2022,3/11/2023,Terminated,Lack of Growth,Below Average,3,8,Yes
9872,Justin Bonilla,Female,36,Admin,Coordinator,85498,PhD,Divorced,6/3/2020,,Active,,Below Average,6,14,Yes
9714,Jeffrey Christensen,Other,52,HR,Coordinator,57871,PhD,Married,2/2/2022,8/20/2023,Active,,Poor,5,15,Yes
2534,Sherry Romero,Male,53,IT,Manager,78688,Masters,Married,1/4/2021,,Active,,Below Average,0,13,Yes
4059,Michael Daniel,Female,33,IT,Coordinator,94067,High School,Single,12/29/2018,,Active,,Excellent,0,7,No
5892,Thomas Mosley,Female,58,IT,Executive,96160,PhD,Married,4/14/2016,,Active,,Good,5,2,No
4986,James Sanchez,Other,48,Marketing,Coordinator,41603,Bachelors,Divorced,5/25/2017,2/28/2018,Resigned,Termination,Average,8,11,Yes
2239,Jose Rodriguez,Male,56,Finance,Assistant,95881,High School,Single,8/6/2015,,Active,,Poor,2,1,No
1851,David Warren,Female,25,Operations,Assistant,107187,High School,Married,8/16/2016,,Active,,Excellent,5,7,Yes
8477,Susan Whitaker,Male,26,IT,Analyst,48878,Bachelors,Married,7/28/2023,,Active,,Good,4,7,Yes
9295,Dr. Kevin Stevens,Female,44,HR,Analyst,48672,PhD,Married,7/12/2019,9/29/2020,Active,,Excellent,3,4,Yes
6646,Tina Taylor,Male,40,Admin,Lead,83356,High School,Married,5/18/2018,12/5/2023,Resigned,Lack of Growth,Excellent,4,9,Yes
7217,Mr. Gregory Sanders,Female,48,HR,Coordinator,95592,Bachelors,Single,4/17/2019,,Active,,Good,3,9,No
4890,Nathaniel Larson,Other,38,IT,Manager,37887,PhD,Married,11/25/2016,,Active,,Below Average,5,14,Yes
5455,Travis Crosby,Other,24,Marketing,Manager,81813,High School,Single,4/3/2019,,Active,,Average,6,4,No
3021,,Other,48,Marketing,Executive,,Masters,Married,2/15/2019,9/19/2023,Resigned,Better Opportunity,Excellent,2,11,Yes
4849,Brian Sawyer,Other,51,R&D,Lead,40636,High School,Divorced,3/5/2021,12/5/2022,Resigned,Personal Reasons,Excellent,5,14,No
4641,James Wise,Other,20,HR,Assistant,78559,Bachelors,Married,12/25/2022,7/28/2023,Resigned,Career Change,Average,10,15,No
2146,Catherine Berger,Male,34,Admin,Analyst,34822,Masters,Married,2/19/2024,,Active,,Poor,3,1,Yes
7862,Allen Lee,Other,51,IT,Lead,55397,Bachelors,Single,10/26/2023,,Active,,Excellent,2,5,Yes
5443,Leslie Clements,Male,54,Marketing,Coordinator,103415,PhD,Single,7/5/2021,,Active,,Excellent,5,7,No
1337,Bridget Kelly,Male,34,Sales,Analyst,85058,PhD,Married,1/20/2016,10/21/2022,Active,,Average,1,15,Yes
2456,Emily Haley,Male,32,IT,Analyst,70737,High School,Divorced,10/23/2017,,Active,,Excellent,7,7,Yes
8052,Melissa Norris,Male,50,Finance,Analyst,37134,Masters,Divorced,1/26/2024,,Active,,Excellent,9,10,No
5745,Michael Ryan,Male,22,R&D,Analyst,38523,Bachelors,Single,11/4/2015,,Active,,Below Average,0,5,No
2741,Denise Zuniga,Female,45,HR,Lead,83884,Bachelors,Divorced,2/19/2017,,Active,,Poor,0,8,No
4258,Sara Anderson,Other,21,Admin,Lead,73017,Bachelors,Single,5/26/2016,12/31/2023,Resigned,Termination,Excellent,9,13,Yes
2166,Shane Schmidt,Female,59,Admin,Executive,61870,Bachelors,Single,3/29/2018,12/22/2020,Terminated,Retirement,Below Average,8,11,No
9943,David Armstrong,Female,58,Operations,Analyst,78343,High School,Divorced,2/25/2024,,Active,,Good,0,4,Yes
1045,David Mcconnell,Male,41,Finance,Coordinator,92354,PhD,Divorced,9/30/2020,,Active,,Poor,9,6,No
1300,John Smith,Male,51,Finance,Manager,113724,Bachelors,Divorced,4/14/2018,12/27/2020,Resigned,Lack of Growth,Good,7,12,No
9957,Kristi Lyons,Male,43,sales,Manager,76908,High School,Divorced,10/30/2015,11/30/2015,Terminated,Personal Reasons,Good,10,10,No
9474,Jessica Richardson,Other,31,Operations,Lead,62239,Bachelors,Single,2/26/2021,3/7/2021,Terminated,Career Change,Excellent,10,3,No
5351,Matthew Moore,Female,35,Operations,Analyst,116626,Bachelors,Divorced,8/17/2015,,Active,,Poor,6,15,Yes
5938,Cynthia Nguyen,Other,44,Operations,Analyst,108584,PhD,Divorced,4/10/2023,6/7/2023,Active,,Poor,9,4,No
3032,Rhonda Burns,Male,52,Admin,Executive,40670,PhD,Divorced,6/4/2023,,Active,,Good,8,7,No
8867,Nicholas Strickland,Other,50,Admin,Assistant,65171,PhD,Divorced,9/30/2016,,Active,,Poor,10,1,Yes
2119,Nicholas Alexander MD,Female,47,R&D,Lead,50605,Masters,Married,11/13/2017,,Active,,Good,1,5,No
2174,Daniel Wilson,Female,47,Admin,Assistant,86689,PhD,Married,11/15/2022,,Active,,Average,4,7,Yes
9592,Anthony Sawyer,Male,38,HR,Analyst,59850,High School,Single,9/6/2022,1/4/2025,Active,,Poor,3,6,Yes
2156,Vernon Rodgers,Female,32,IT,Coordinator,101188,unknown,Single,11/9/2016,,Active,,Average,5,13,No
5543,Taylor Garcia,Other,52,IT,Assistant,59829,Bachelors,Divorced,11/29/2016,,Active,,Below Average,3,9,No
9764,Eric Klein,Male,47,R&D,Executive,87498,PhD,Divorced,1/3/2018,4/13/2020,Active,,Poor,2,5,Yes
3548,Michael Sims,Female,45,Marketing,Analyst,106933,High School,Divorced,6/1/2017,,Active,,Good,2,6,No
7284,Barbara Melton,Male,50,HR,Analyst,104647,PhD,Divorced,4/15/2018,,Active,,Excellent,2,2,Yes
2575,Jessica Garrett,Female,38,Finance,Executive,68155,High School,Married,11/22/2022,10/3/2024,Resigned,Career Change,Good,5,14,No
2331,Elizabeth Harris,Other,24,R&D,Executive,47030,Bachelors,Married,3/10/2017,,Active,,Below Average,2,10,No
2928,Jessica French,Male,29,Admin,Manager,82328,Bachelors,Divorced,11/4/2017,,Active,,Poor,7,8,No
3557,Amanda Jones,Female,42,Marketing,Assistant,110350,Bachelors,Married,8/13/2023,5/21/2024,Resigned,Termination,Below Average,7,7,Yes
4629,Ricky Bennett,Male,37,Marketing,Coordinator,38748,Bachelors,Married,10/9/2023,,Active,,Poor,1,6,Yes
6830,Richard Greene,Male,36,Finance,Lead,,PhD,Single,8/16/2021,11/4/2023,Resigned,Termination,Below Average,6,6,No
4289,Christopher Stevens,Male,40,Admin,Assistant,90470,unknown,Single,12/23/2017,,Active,,Good,7,3,No
2120,Ethan Terry,Male,31,Marketing,Manager,100078,PhD,Single,8/3/2018,12/17/2022,Active,,Average,2,8,No
8493,Ronald Smith,Female,23,HR,Assistant,70412,PhD,Single,1/12/2023,,Active,,Excellent,6,13,Yes
4303,Lisa Torres,Female,21,SALES,Analyst,55185,High School,Single,9/19/2022,,Active,,Excellent,10,3,Yes
2901,Robert Nguyen,Other,33,r&d,Assistant,45834,Bachelors,Single,1/18/2019,7/3/2021,Terminated,Lack of Growth,Excellent,6,11,No
7569,Jon Shaw,Other,43,Sales,Manager,58647,PhD,Married,8/28/2019,,Active,,Below Average,1,12,Yes
7395,Brian Mays,Female,28,Operations,Executive,113277,Masters,Divorced,8/2/2020,,Active,,Average,0,10,No
1035,Colton Walker,Male,34,Sales,Lead,46260,Masters,Single,6/3/2021,,Active,,Good,9,2,Yes
9236,Jennifer Mccoy,Other,22,Finance,Coordinator,108390,PhD,Divorced,7/10/2019,,Active,,Good,4,6,Yes
2333,Anthony Thompson,Male,34,Operations,Analyst,61752,Bachelors,Divorced,8/14/2017,4/6/2019,Resigned,Lack of Growth,Good,9,14,No
8505,Jack Perry,Female,24,Finance,Manager,113147,Bachelors,Single,10/29/2018,1/13/2019,Active,,Poor,8,14,Yes
6137,Jenna Owens,Other,32,Finance,Assistant,53125,Bachelors,Married,6/5/2020,9/2/2023,Terminated,Termination,Good,4,14,No
3380,Tara Jones,Female,47,R&D,Executive,93176,High School,Married,10/5/2023,,Active,,Excellent,4,10,Yes
3676,Michael Aguilar,Female,44,Admin,Manager,73677,Bachelors,Divorced,5/10/2017,,Active,,Good,3,1,Yes
9492,Jo Evans,Female,45,Operations,Assistant,94166,Masters,Divorced,9/14/2022,,Active,,Excellent,6,15,Yes
4113,John Cunningham,Female,36,Operations,Lead,94044,Masters,Divorced,1/19/2023,2/17/2023,Terminated,Personal Reasons,Good,3,8,Yes
1126,Michelle Davis,Other,29,Marketing,Lead,89699,Bachelors,Married,11/29/2020,7/29/2023,Resigned,Termination,Good,0,2,Yes
4955,Carolyn Mcbride,Male,53,Finance,Assistant,51734,PhD,Married,4/19/2016,,Active,,Poor,8,11,No
6850,Courtney Underwood,Male,26,operations,Executive,65261,Bachelors,Divorced,12/3/2021,,Active,,Average,0,3,No
7387,Charles Brown,Other,47,IT,Executive,79106,Bachelors,Divorced,7/15/2023,1/11/2024,Terminated,Lack of Growth,Poor,1,8,Yes
7019,Kimberly Mann,Female,46,Admin,Coordinator,111844,High School,Divorced,3/19/2022,4/10/2023,Terminated,Career Change,Below Average,1,5,Yes
9747,Kaitlyn Galloway,Male,20,Sales,Analyst,30947,High School,Single,4/19/2016,1/9/2017,Active,,Below Average,9,9,No
3937,Martha Rice,Female,41,OPERATIONS,Executive,77344,PhD,Married,3/21/2017,,Active,,Average,5,13,Yes
2659,Jeffrey Smith,Male,58,HR,Lead,66630,Bachelors,Married,12/20/2022,,Active,,Below Average,8,7,Yes
8125,Nicholas Adkins,Male,40,Admin,Executive,109529,PhD,Married,5/24/2021,,Active,,Excellent,5,7,No
4187,Tiffany King,Female,58,Finance,Coordinator,48764,High School,Single,2/24/2017,,Active,,Excellent,4,14,No
2077,Ronald Robertson,Male,35,Finance,Executive,116474,High School,Single,10/16/2015,,Active,,Excellent,2,15,No
4564,Brittney Haynes,Female,27,IT,Lead,113040,PhD,Single,3/9/2020,,Active,,Average,3,15,Yes
9438,Dwayne Johnson,Female,55,R&D,Executive,59301,Masters,Single,10/20/2015,5/26/2021,Active,,Excellent,5,12,Yes
1456,Eric Graves,Female,56,Sales,Analyst,38111,Bachelors,Married,3/29/2016,,Active,,Average,5,13,Yes
4507,Catherine Burke,Other,49,Operations,Executive,68905,Bachelors,Married,4/10/2021,,Active,,Good,9,5,Yes
8883,Heather Floyd,Female,39,HR,Analyst,105231,PhD,Divorced,4/5/2019,,Active,,Below Average,4,12,No
4910,Tina Estrada,Other,34,Sales,Executive,93898,PhD,Married,7/3/2019,,Active,,Good,0,9,No
1463,Brad Rodriguez,Female,24,Marketing,Analyst,55571,PhD,Single,10/16/2020,10/2/2022,Resigned,Career Change,Average,7,11,Yes
3535,Phillip Day,Male,33,Finance,Coordinator,115359,High School,Married,3/1/2018,,Active,,Poor,1,11,Yes
1625,Kenneth Lewis,Male,26,Operations,Assistant,53544,High School,Single,6/8/2023,,Active,,Average,9,7,Yes
2201,Jonathan Chase,Female,39,IT,Coordinator,79200,High School,Married,11/11/2023,,Active,,Below Average,4,11,No
3866,Laura Jenkins,Other,52,Finance,Manager,106919,PhD,Married,8/21/2017,,Active,,Excellent,9,3,No
7633,Tamara Fernandez,Male,40,HR,Coordinator,100452,Bachelors,Married,10/26/2021,,Active,,Excellent,6,9,No
1533,Elizabeth Dickerson,Other,27,Finance,Coordinator,45378,Bachelors,Divorced,12/5/2018,,Active,,Excellent,8,8,No
9106,,Other,36,Sales,Manager,46346,Masters,Married,8/30/2020,,Active,,Good,6,11,Yes
7472,Mark Clark,Female,54,Admin,Executive,105637,PhD,Divorced,11/17/2020,,Active,,Average,9,9,Yes
5040,Jill Garcia,Male,39,Finance,Executive,108924,Bachelors,Divorced,3/29/2016,,Active,,Good,9,7,Yes
9868,Kelsey Clark,Female,25,Marketing,Coordinator,85750,Bachelors,Divorced,4/17/2020,12/31/2021,Resigned,Termination,Average,10,12,Yes
2128,Tammy Keller,Male,46,IT,Analyst,86836,PhD,Single,7/18/2022,,Active,,Good,1,5,Yes
7025,Robert Jones,Male,43,Operations,Analyst,49179,Bachelors,Married,2/26/2021,4/9/2022,Terminated,Lack of Growth,Below Average,1,13,Yes
3525,Jeremy Rivera,Female,26,Operations,Coordinator,104993,Masters,Divorced,11/15/2019,3/23/2025,Active,,Excellent,2,6,No
6916,Alexis Holden,Other,58,R&D,Assistant,107635,Bachelors,Married,5/8/2022,2/2/2023,Resigned,Termination,Good,10,3,Yes
5514,Jonathan Kent,Female,35,R&D,Coordinator,90003,Bachelors,Married,8/13/2016,,Active,,Below Average,8,5,No
4274,Jose Smith,Male,39,HR,Analyst,83282,Masters,Single,8/29/2017,,Active,,Excellent,3,2,Yes
5790,Austin Page,Male,47,IT,Assistant,95248,High School,Married,4/12/2023,12/8/2023,Active,,Excellent,6,12,No
4520,Amber Perez,Other,58,Sales,Lead,88805,Bachelors,Divorced,7/4/2018,,Active,,Poor,3,3,Yes
1445,,Female,44,IT,Analyst,44841,Masters,Divorced,4/30/2017,2/26/2020,Resigned,Career Change,Average,4,8,No
6415,,Female,52,Sales,Assistant,110969,PhD,Single,11/9/2022,,Active,,Poor,7,6,No
1209,Jennifer Powell,Female,20,HR,Assistant,94493,Bachelors,Single,3/28/2017,,Active,,Good,6,2,No
6576,,Female,47,IT,Lead,65321,High School,Married,8/15/2019,,Active,,Below Average,2,3,No
1872,Christian Bean,Male,32,Marketing,Manager,47521,PhD,Married,4/5/2023,,Active,,Excellent,2,11,Yes
6599,Cristian Gonzalez,Female,55,Admin,Coordinator,46703,unknown,Married,12/21/2018,,Active,,Below Average,2,2,Yes
5727,Frederick Smith,Other,35,Sales,Coordinator,74845,PhD,Divorced,2/12/2019,,Active,,Below Average,7,5,No
4868,Wyatt Hall,Other,31,Finance,Analyst,45075,Masters,Divorced,2/24/2023,9/17/2024,Terminated,Lack of Growth,Below Average,1,12,Yes
2909,Alison Schmidt,Male,28,R&D,Manager,65895,Bachelors,Single,12/28/2019,,Active,,Poor,3,2,Yes
2799,Felicia Chen,Male,41,R&D,Assistant,38041,PhD,Divorced,7/5/2021,12/9/2022,Active,,Average,5,5,No
1156,Joseph Gates,Male,23,Operations,Executive,67397,PhD,Married,11/26/2019,,Active,,Excellent,6,3,No
2131,Virginia Brown,Male,55,IT,Analyst,77260,Masters,Divorced,12/8/2019,,Active,,Poor,9,6,Yes
7108,Mark Ray,Male,60,HR,Manager,106881,Bachelors,Single,7/27/2017,,Active,,Excellent,1,9,No
9814,Nicholas Gray,Male,22,IT,Executive,84815,Masters,Divorced,5/22/2021,,Active,,Average,7,11,Yes
8816,Kevin Rose,Other,21,IT,Lead,65933,Bachelors,Married,1/10/2019,1/16/2022,Resigned,Career Change,Good,6,8,Yes
5980,Jennifer Jimenez,Female,58,Marketing,Executive,54125,High School,Single,3/28/2023,,Active,,Poor,0,15,No
1882,Mitchell Flores,Female,37,HR,Executive,59350,High School,Divorced,8/20/2019,4/27/2022,Active,,Good,4,15,Yes
8222,Becky Ortiz,Male,54,HR,Manager,115019,Masters,Divorced,7/20/2018,,Active,,Average,5,2,No
4764,Aaron Soto,Male,60,Sales,Analyst,58741,Masters,Single,6/20/2016,4/6/2018,Active,,Poor,10,14,Yes
7204,Jennifer Davis,Other,60,Finance,Assistant,58919,Masters,Married,1/31/2016,8/18/2018,Resigned,Personal Reasons,Good,7,4,No
1807,Bethany Wagner,Male,31,Finance,Lead,94293,Bachelors,Divorced,9/29/2015,6/13/2017,Terminated,Lack of Growth,Good,6,11,Yes
2948,Jacob Mercer,Female,26,IT,Coordinator,31545,High School,Married,11/6/2016,,Active,,Excellent,0,13,Yes
6407,Judith Johnson,Other,20,Sales,Manager,101089,Masters,Divorced,8/5/2019,6/27/2023,Active,,Below Average,9,15,No
3810,Juan Johnson,Other,37,hr,Manager,35836,High School,Divorced,1/22/2021,11/20/2021,Resigned,Personal Reasons,Good,0,15,Yes
1639,Dawn Lopez,Other,44,HR,Assistant,52224,High School,Single,4/10/2023,6/27/2023,Terminated,Better Opportunity,Excellent,9,6,Yes
3772,Laura Mills,Male,31,R&D,Lead,73888,Bachelors,Divorced,12/20/2020,,Active,,Average,9,14,No
3338,Daniel Lopez,Female,24,Sales,Executive,115964,Bachelors,Married,3/7/2018,2/22/2023,Terminated,Termination,Below Average,1,2,No
2923,Vanessa Martinez,Male,44,Operations,Analyst,94776,PhD,Married,7/2/2022,,Active,,Below Average,9,13,No
7082,Kelly Petty,Other,51,Admin,Lead,,Bachelors,Married,5/3/2017,10/24/2024,Resigned,Personal Reasons,Poor,9,13,Yes
8073,Darren Garcia,Male,43,Admin,Executive,44438,High School,Married,10/5/2022,,Active,,Good,4,8,Yes
6150,Peter Bishop,Male,34,Sales,Coordinator,48061,High School,Divorced,8/16/2016,,Active,,Below Average,0,12,No
2395,Valerie Smith,Other,30,Sales,Executive,77873,Bachelors,Single,2/26/2017,10/7/2018,Active,,Poor,6,3,Yes
5296,,Female,46,Operations,Assistant,114521,High School,Married,4/4/2023,11/9/2024,Active,,Excellent,9,13,Yes
1087,Juan Miller,Female,55,Marketing,Lead,95781,Masters,Divorced,4/5/2024,7/23/2024,Active,,Average,1,9,No
4242,Susan Price,Male,45,IT,Coordinator,103307,High School,Divorced,5/3/2023,,Active,,Average,10,11,No
8846,Jennifer Charles,Male,37,HR,Manager,40198,unknown,Divorced,5/27/2023,,Active,,Average,0,4,No
9182,William Ramirez,Female,32,finance,Coordinator,,Bachelors,Married,3/7/2017,2/27/2019,Resigned,Retirement,Excellent,9,13,No
3028,James Adams,Female,45,Finance,Analyst,,Masters,Single,6/28/2015,,Active,,Excellent,5,7,Yes
2520,Jamie Harvey,Female,57,Sales,Analyst,51131,Bachelors,Divorced,12/29/2016,,Active,,Excellent,3,15,Yes
8593,Amanda Silva,Other,53,Operations,Assistant,47196,Masters,Married,4/9/2018,,Active,,Below Average,0,15,No
5261,Beth Williamson,Other,60,Admin,Manager,31958,Bachelors,Married,6/14/2020,,Active,,Excellent,7,2,No
8796,Sara Edwards,Female,42,HR,Manager,53486,PhD,Married,1/9/2019,,Active,,Average,7,11,Yes
4682,Joshua Santos,Female,45,R&D,Lead,119205,Bachelors,Married,2/10/2020,,Active,,Poor,5,6,Yes
2607,John Wiley,Other,22,Sales,Coordinator,62088,High School,Single,10/15/2018,,Active,,Average,6,3,No
1618,Angela Rhodes,Female,49,Admin,Coordinator,100138,PhD,Single,6/16/2018,5/5/2021,Resigned,Career Change,Below Average,6,4,No
4439,Mrs. Donna Smith DVM,Other,50,HR,Analyst,89582,High School,Divorced,8/11/2017,4/11/2021,Terminated,Lack of Growth,Good,5,10,Yes
8039,Douglas Randall,Female,50,Finance,Manager,57720,High School,Divorced,3/6/2017,,Active,,Average,10,3,Yes
6600,Justin Meadows,Female,46,Finance,Coordinator,64006,Bachelors,Single,8/30/2020,2/20/2023,Terminated,Better Opportunity,Average,2,4,No
3546,Randy Anderson,Other,47,Operations,Coordinator,104752,PhD,Single,5/10/2019,,Active,,Poor,3,2,Yes
9063,,Other,40,Sales,Executive,90117,Bachelors,Married,3/28/2024,,Active,,Excellent,10,7,No
4786,Charles Harmon,Male,60,Admin,Coordinator,105809,High School,Single,9/29/2022,1/11/2024,Active,,Below Average,8,13,Yes
8858,Joshua Horn,Other,56,Sales,Analyst,77683,High School,Married,6/16/2022,,Active,,Poor,1,12,No
7648,Barbara Perez,Other,47,Operations,Manager,53044,PhD,Married,7/10/2023,,Active,,Poor,9,3,No
5436,Mary Richardson,Female,59,HR,Manager,43606,High School,Divorced,4/12/2019,12/14/2019,Terminated,Career Change,Below Average,9,15,Yes
8820,Kathryn Le,Female,33,finance,Assistant,102297,PhD,Single,12/4/2020,4/1/2024,Terminated,Career Change,Average,7,7,No
5299,Jacob Frazier,Female,39,R&D,Coordinator,61661,High School,Married,1/26/2021,8/27/2024,Active,,Good,5,14,No
9065,Frank Schwartz,Female,32,R&D,Manager,105740,PhD,Single,11/30/2015,,Active,,Below Average,2,7,No
1816,April Phillips,Other,27,R&D,Coordinator,64108,Bachelors,Married,10/6/2019,3/27/2025,Active,,Excellent,6,1,Yes
4912,Christine Lee,Other,28,Admin,Coordinator,112772,Masters,Single,10/27/2015,11/15/2015,Active,,Average,3,9,Yes
7103,Jade Patterson,Male,37,HR,Executive,112239,High School,Divorced,5/3/2016,,Active,,Excellent,1,8,Yes
8715,Benjamin Medina,Female,43,Finance,Assistant,43195,PhD,Single,2/14/2022,,Active,,Below Average,10,2,Yes
7155,Kevin Clay,Male,31,Marketing,Manager,53419,High School,Single,3/12/2019,,Active,,Average,7,10,Yes
1545,Christina Campbell,Male,54,Sales,Lead,97075,Bachelors,Single,12/15/2019,,Active,,Excellent,3,1,No
7706,Ryan Williams,Female,50,Finance,Manager,75685,Masters,Married,7/3/2016,,Active,,Below Average,6,9,No
4206,Lawrence Francis,Other,37,R&D,Manager,106499,Masters,Single,6/22/2018,,Active,,Below Average,6,15,No
8150,Teresa Lopez,Other,44,R&D,Executive,104336,Masters,Married,10/17/2020,,Active,,Excellent,7,3,Yes
5445,Andrew Adams,Other,53,Operations,Assistant,33924,High School,Single,11/20/2018,,Active,,Below Average,2,6,Yes
3041,Christopher Hughes,Male,20,Operations,Coordinator,31428,Masters,Single,8/25/2022,,Active,,Average,3,9,Yes
3783,,Female,58,hr,Lead,114707,PhD,Divorced,4/16/2016,,Active,,Average,5,4,Yes
6414,Brian Moore,Female,30,Operations,Lead,80181,Bachelors,Divorced,8/8/2017,12/16/2019,Active,,Poor,0,15,No
8488,Amy Hughes,Other,22,Operations,Coordinator,32132,High School,Married,11/11/2020,8/10/2023,Terminated,Termination,Average,4,6,No
4653,Kaylee Ibarra,Female,39,Admin,Assistant,114029,High School,Married,5/6/2021,,Active,,Excellent,0,4,Yes
1551,John Weaver,Other,47,Finance,Executive,41536,Bachelors,Divorced,6/20/2022,,Active,,Average,8,1,Yes
2766,William Bradshaw,Male,36,Operations,Coordinator,110314,PhD,Married,7/15/2018,,Active,,Good,9,8,Yes
9700,Chelsea Anderson,Female,60,Admin,Coordinator,46039,Bachelors,Divorced,6/11/2015,,Active,,Below Average,4,6,No
9168,Colleen Parker,Other,35,Finance,Coordinator,40225,High School,Married,11/7/2018,9/27/2023,Active,,Good,7,14,No
1752,Jamie Gould,Other,52,Operations,Analyst,89509,Bachelors,Divorced,10/7/2018,4/16/2019,Active,,Good,5,7,No
9742,Donna Lam,Female,47,IT,Coordinator,,High School,Single,11/5/2020,,Active,,Excellent,1,4,Yes
9244,Victoria Gaines,Female,42,Marketing,Manager,102129,High School,Married,8/9/2018,,Active,,Good,6,9,No
5070,,Other,44,R&D,Executive,68535,Bachelors,Married,2/10/2023,12/23/2024,Terminated,Retirement,Poor,7,9,No
2815,Alexander Montes,Male,23,Sales,Lead,64888,Bachelors,Single,6/16/2016,,Active,,Average,3,15,No
